,student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
14984,15487,city_28,0.939,,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,89,False
14986,22996,city_103,0.92,Female,True,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,2,35,False
14994,9623,city_103,0.92,Female,False,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,79,False
14996,10310,city_103,0.92,Female,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,3,39,False
14998,605,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,>4,4,False
15012,5854,city_71,0.884,Male,False,no_enrollment,Phd,STEM,>20,1000-4999,NGO,>4,322,False
15027,8935,city_123,0.738,Male,True,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,3,2,False
15032,32711,city_46,0.762,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,11,False
15036,27266,city_103,0.92,Male,True,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,2,34,False
15041,25375,city_136,0.897,,True,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,>4,102,False
15054,790,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,71,False
15063,22047,city_103,0.92,Male,True,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,2,64,False
15070,16550,city_114,0.926,Male,True,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,64,False
15076,31148,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,86,False
15078,16978,city_16,0.91,,True,no_enrollment,,,11,1000-4999,Pvt Ltd,2,74,False
15080,5436,city_104,0.924,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,162,False
15084,18614,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,29,False
15095,8863,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,7,False
15146,9911,city_61,0.913,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,80,False
15147,1083,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,68,False
15150,12799,city_103,0.92,Female,True,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,33,False
15162,23121,city_160,0.92,,True,no_enrollment,Graduate,Business Degree,15,1000-4999,Pvt Ltd,>4,98,False
15164,24371,city_103,0.92,Female,False,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,86,False
15165,4131,city_103,0.92,Male,False,no_enrollment,Phd,STEM,>20,5000-9999,NGO,>4,7,False
15168,20162,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,40,False
15169,16307,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,37,False
15172,14791,city_1,0.847,Male,True,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,1,9,False
15179,27602,city_21,0.624,Male,False,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,3,34,False
15184,19760,city_93,0.865,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,3,14,False
15202,10782,city_104,0.924,Other,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,80,False
15208,25124,city_67,0.855,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,76,False
15220,27342,city_98,0.949,Male,True,no_enrollment,,,16,1000-4999,Pvt Ltd,3,58,False
15230,10392,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,5000-9999,Other,>4,53,False
15234,26700,city_103,0.92,Male,True,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,>4,40,False
15239,29538,city_21,0.624,Male,True,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,1,53,False
15252,18318,city_21,0.624,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,11,False
15273,2133,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,29,False
15274,19961,city_114,0.926,,False,no_enrollment,Phd,STEM,>20,10000+,Public Sector,2,54,False
15282,3916,city_114,0.926,,False,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,never,15,False
15288,3075,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,21,False
15290,4438,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,83,False
15292,18459,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,33,False
15328,23779,city_103,0.92,Male,True,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,1,32,False
15329,17647,city_103,0.92,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,never,6,False
15339,5855,city_173,0.878,Male,True,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,>4,11,False
15348,16993,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,42,False
15352,4383,city_103,0.92,,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,46,False
15354,10540,city_103,0.92,Male,True,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,11,False
15355,31364,city_103,0.92,Male,True,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,1,106,False
15364,28093,city_103,0.92,Female,False,Full time course,Masters,STEM,12,10000+,Public Sector,2,155,False
15381,24637,city_103,0.92,Male,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,102,False
15395,23100,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2,False
15397,5178,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,24,False
15399,16706,city_103,0.92,,False,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,2,148,False
15401,5105,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,False
15404,14277,city_46,0.762,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,83,False
15405,22600,city_16,0.91,Male,True,no_enrollment,Masters,STEM,17,1000-4999,Public Sector,>4,18,False
15407,15803,city_160,0.92,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,64,False
15415,15822,city_16,0.91,Male,False,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,56,False
15418,12691,city_61,0.913,Male,True,no_enrollment,Graduate,STEM,>20,10000+,,4,78,False
15437,17636,city_114,0.926,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,308,False
15446,8079,city_103,0.92,Male,False,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,132,False
15457,10719,city_102,0.804,,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,11,False
15460,1484,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,>4,7,False
15475,29576,city_160,0.92,Male,False,Part time course,Graduate,STEM,14,10000+,Public Sector,>4,50,False
15487,14326,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,22,False
15488,22822,city_16,0.91,Male,True,no_enrollment,High School,,>20,10000+,Pvt Ltd,1,44,False
15517,3898,city_23,0.899,Male,True,Part time course,Primary School,,11,5000-9999,Pvt Ltd,1,178,False
15519,208,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,58,False
15522,24109,city_104,0.924,Male,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,116,False
15523,12802,city_116,0.743,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,6,False
15536,10421,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,19,False
15538,1004,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,10,False
15539,5996,city_16,0.91,Male,False,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,13,False
15546,21248,city_21,0.624,,True,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,15,False
15550,4451,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,10000+,Public Sector,1,92,False
15552,19109,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,False
15568,32983,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,10,False
15573,4035,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,25,False
15574,19436,city_21,0.624,,True,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,47,False
15581,28578,city_103,0.92,,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,4,178,False
15592,23689,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,never,16,False
15607,32473,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,4,False
15613,31286,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,47,False
15643,31601,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,166,False
15654,2564,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,2,12,False
15656,9309,city_16,0.91,,True,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,41,False
15658,22401,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,148,False
15716,32963,city_103,0.92,,False,no_enrollment,Graduate,STEM,18,1000-4999,Public Sector,1,80,False
15717,26818,city_75,0.939,Male,True,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,60,False
15722,32935,city_53,0.74,Male,False,no_enrollment,Masters,STEM,14,1000-4999,NGO,1,196,False
15732,6072,city_114,0.926,Female,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,100,False
15761,9453,city_103,0.92,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,23,False
15763,29853,city_102,0.804,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,21,False
15797,27726,city_41,0.827,Male,True,no_enrollment,High School,,17,1000-4999,Pvt Ltd,1,50,False
15814,29515,city_136,0.897,Male,False,no_enrollment,Phd,STEM,>20,10000+,Public Sector,never,27,False
15818,9765,city_150,0.698,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,22,False
15847,13060,city_103,0.92,,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,94,False
15853,25542,city_75,0.939,Female,True,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,1,25,False
15866,12607,city_136,0.897,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,9,False
15882,13052,city_103,0.92,Male,False,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,192,False
15899,4291,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,28,False
15907,19216,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,11,False
15917,15621,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,76,False
15929,26781,city_103,0.92,Male,True,no_enrollment,Graduate,No Major,19,1000-4999,Pvt Ltd,>4,34,False
15945,22909,city_136,0.897,Male,True,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,>4,92,False
15956,11112,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,280,False
15964,23983,city_75,0.939,Male,True,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,35,False
15976,26588,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,218,False
15987,28464,city_28,0.939,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,34,False
15999,21398,city_114,0.926,Male,False,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,4,72,False
16003,13160,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,168,False
16034,14306,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,25,False
16036,17670,city_65,0.802,Male,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,False
16052,2675,city_23,0.899,Male,True,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,70,False
16053,20255,city_103,0.92,,True,no_enrollment,Graduate,STEM,11,10000+,,4,84,False
16058,14363,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,70,False
16073,18332,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,12,5000-9999,Public Sector,4,13,False
16077,21149,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,116,False
16092,28891,city_136,0.897,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,102,False
16104,15368,city_103,0.92,,True,Part time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,33,False
16109,29941,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,165,False
16119,21599,city_114,0.926,Male,True,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,1,47,False
16136,23593,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,54,False
16162,7743,city_97,0.925,,True,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,162,False
16167,495,city_103,0.92,Male,False,no_enrollment,Phd,STEM,15,5000-9999,Pvt Ltd,1,31,False
16172,18580,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,14,False
16173,31897,city_103,0.92,Male,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,16,False
16178,5063,city_103,0.92,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,330,False
16181,16256,city_103,0.92,Male,True,no_enrollment,Primary School,,>20,1000-4999,Pvt Ltd,>4,88,False
16202,23470,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,34,False
16215,6897,city_102,0.804,Male,True,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,3,False
16217,26105,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,74,False
16236,9287,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,35,False
16243,2698,city_36,0.893,Male,False,,Graduate,No Major,12,10000+,Public Sector,3,68,False
16248,32306,city_21,0.624,Female,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,14,False
16276,31382,city_103,0.92,Male,True,no_enrollment,Masters,Humanities,>20,5000-9999,Other,>4,50,False
16287,2147,city_21,0.624,,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,21,False
16297,11083,city_73,0.754,,True,Full time course,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,56,False
16300,12302,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,4,False
16308,32517,city_103,0.92,,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,89,False
16324,28650,city_71,0.884,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,16,False
16328,14674,city_64,0.666,,False,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,71,False
16329,14531,city_136,0.897,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,100,False
16332,1386,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,112,False
16342,2272,city_100,0.887,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,19,False
16352,16833,city_16,0.91,Male,True,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,79,False
16356,25234,city_67,0.855,,True,Full time course,Masters,STEM,14,10000+,Pvt Ltd,4,12,False
16358,21645,city_50,0.896,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,55,False
16363,8576,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,8,False
16371,30031,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,36,False
16384,25309,city_16,0.91,Other,False,no_enrollment,Masters,Humanities,15,10000+,Pvt Ltd,3,51,False
16385,28965,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,21,False
16403,8054,city_104,0.924,Male,True,no_enrollment,Phd,STEM,>20,10000+,Public Sector,>4,29,False
16410,15890,city_114,0.926,Female,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,3,74,False
16427,25694,city_24,0.698,Female,False,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,>4,160,False
16428,19225,city_160,0.92,Female,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,19,False
16431,8259,city_41,0.827,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,8,False
16437,3549,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,28,False
16465,599,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,6,False
16487,7741,city_103,0.92,Male,False,no_enrollment,Phd,STEM,>20,10000+,Public Sector,>4,11,False
16488,26159,city_103,0.92,Female,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,62,False
16495,1717,city_103,0.92,,True,no_enrollment,Graduate,Business Degree,10,10000+,Pvt Ltd,2,15,False
16498,3739,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,12,5000-9999,Public Sector,3,32,False
16499,29041,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,122,False
16509,11560,city_138,0.836,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,33,False
16513,19601,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,15,False
16522,7188,city_136,0.897,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,58,False
16545,17447,city_36,0.893,,True,Part time course,Graduate,STEM,11,10000+,,>4,67,False
16552,27851,city_138,0.836,Female,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,130,False
16554,13143,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,24,False
16557,32347,city_21,0.624,Male,False,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,62,False
16574,14100,city_65,0.802,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,210,False
16582,30478,city_65,0.802,Male,True,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,22,False
16590,16027,city_103,0.92,Male,True,no_enrollment,Masters,Other,12,10000+,Pvt Ltd,2,80,False
16592,2858,city_65,0.802,,False,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,5,False
16594,28938,city_67,0.855,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,4,54,False
16596,32736,city_75,0.939,,False,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,13,False
16597,13801,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,100,False
16602,21924,city_160,0.92,Male,True,no_enrollment,High School,,13,1000-4999,Pvt Ltd,4,194,False
16604,2833,city_103,0.92,Male,True,Full time course,Masters,STEM,11,10000+,Pvt Ltd,2,34,False
16606,28483,city_53,0.74,,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,63,False
16625,28997,city_114,0.926,,True,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,1,23,False
16637,29880,city_71,0.884,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,10,False
16643,5979,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,6,False
16651,2327,city_21,0.624,,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,1,42,False
16653,29293,city_100,0.887,Male,True,no_enrollment,High School,,16,1000-4999,Pvt Ltd,1,143,False
16654,4142,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,1000-4999,NGO,>4,30,False
16658,1116,city_103,0.92,Female,True,no_enrollment,Masters,Humanities,19,10000+,Pvt Ltd,>4,56,False
16692,28547,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,69,False
16693,20787,city_16,0.91,Male,True,no_enrollment,Phd,STEM,>20,5000-9999,Pvt Ltd,1,30,False
16696,6716,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,82,False
16714,23322,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,31,False
16729,26832,city_114,0.926,Male,True,no_enrollment,High School,,>20,10000+,Pvt Ltd,>4,51,False
16731,959,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,never,29,False
16738,18584,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,7,False
16742,3330,city_103,0.92,Female,True,no_enrollment,Masters,Arts,10,10000+,Public Sector,1,34,False
16759,7384,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,74,False
16770,10393,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,NGO,>4,90,False
16778,17098,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,2,184,False
16781,4462,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,166,False
16798,31794,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,NGO,>4,101,False
16818,8893,city_103,0.92,Male,True,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,85,False
16839,33035,city_103,0.92,Male,True,Part time course,Masters,STEM,15,1000-4999,Pvt Ltd,1,57,False
16842,12766,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,NGO,3,136,False
16843,11165,city_23,0.899,Male,True,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,30,False
16852,3049,city_67,0.855,Male,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,1,47,False
16856,4415,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,52,False
16863,13545,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,124,False
16865,25599,city_21,0.624,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,never,14,False
16868,30411,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,32,False
16869,7685,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,98,False
16881,28071,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,10000+,NGO,2,242,False
16895,26218,city_103,0.92,Male,True,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,2,90,False
16910,4251,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,12,False
16911,15174,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,False
16917,19452,city_21,0.624,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,72,False
16930,11028,city_150,0.698,,True,Full time course,High School,,11,10000+,Public Sector,>4,15,False
16938,23940,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,2,48,False
16954,30102,city_28,0.939,,False,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,42,False
16955,28243,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,46,False
16962,11352,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,150,False
16984,3591,city_114,0.926,Male,False,no_enrollment,Phd,STEM,>20,5000-9999,Public Sector,>4,33,False
16997,26174,city_57,0.866,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,never,17,False
17013,1133,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,62,False
17017,20799,city_104,0.924,,True,Full time course,Graduate,STEM,>20,1000-4999,NGO,>4,60,False
17040,2235,city_173,0.878,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,222,False
17049,14198,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,170,False
17071,1473,city_103,0.92,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,29,False
17075,31811,city_77,0.83,Male,True,no_enrollment,Primary School,,13,1000-4999,Pvt Ltd,2,2,False
17079,13719,city_16,0.91,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,50,False
17083,14864,city_160,0.92,Female,True,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,28,False
17087,15420,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,32,False
17107,11342,city_75,0.939,Male,True,no_enrollment,High School,,>20,10000+,Pvt Ltd,>4,116,False
17111,28851,city_103,0.92,Male,True,Part time course,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,47,False
17120,32386,city_103,0.92,,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,50,False
17121,22979,city_138,0.836,,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,never,13,False
17136,12662,city_138,0.836,Male,False,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,188,False
17174,11720,city_28,0.939,Male,False,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,>4,22,False
17177,5257,city_67,0.855,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,3,False
17185,19112,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,15,10000+,NGO,>4,51,False
17200,17136,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,28,False
17232,15517,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,26,False
17242,24009,city_21,0.624,,False,Full time course,Masters,STEM,20,10000+,Pvt Ltd,1,27,False
17244,30628,city_16,0.91,Male,True,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,3,29,False
17250,21299,city_103,0.92,Male,True,Full time course,Graduate,STEM,12,10000+,Pvt Ltd,2,11,False
17253,23373,city_136,0.897,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,20,False
17260,12015,city_136,0.897,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,15,False
17280,15508,city_23,0.899,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,never,5,False
